Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,PredictedSalePrice
1762,60,3,70.04995836802664,8970,1,2,0,3,0,0,0,12,2,2,0,4,5,6,1965,1965,1,0,7,8,2,0.0,3,2,1,3,3,3,0,388.0,5,0.0,356.0,744.0,0,4,1,3,825,1315,0,2140,0.0,0.0,2,1,4,1,3,7,6,1,4,1,1965.0,0,2.0,549.0,3,4,2,0,40,264,0,0,0,2,2,3,0,6,2009,8,4,247783.06248732843
1763,80,3,85.0,11475,1,2,3,3,0,0,0,12,2,2,0,6,6,6,1961,1961,3,0,6,6,1,90.0,3,4,1,3,3,1,0,568.0,5,0.0,640.0,1208.0,0,0,1,3,1576,0,0,1576,1.0,0.0,1,0,4,1,2,7,6,1,3,3,1961.0,0,2.0,368.0,3,4,2,85,0,0,0,0,0,2,4,3,0,9,2009,8,4,263316.4645575271
1764,20,3,68.0,9768,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1955,1955,1,0,11,13,2,0.0,3,4,1,3,3,3,4,100.0,0,247.0,613.0,960.0,0,2,1,3,960,0,0,960,1.0,0.0,1,0,2,1,3,5,6,0,5,1,1955.0,1,1.0,330.0,3,4,2,0,70,0,0,0,0,2,2,3,0,2,2009,8,4,177306.87838622835
1765,20,3,90.0,9900,1,2,3,3,0,4,0,12,1,2,0,2,6,5,1967,1967,1,0,2,2,2,0.0,2,4,1,3,3,3,4,1173.0,5,0.0,507.0,1680.0,0,4,1,3,1691,0,0,1691,1.0,0.0,1,0,2,1,3,5,6,0,5,1,1967.0,2,2.0,550.0,1,4,2,0,67,260,0,0,0,2,2,3,0,4,2009,8,4,257207.8386950523
1766,20,3,92.0,10573,1,2,0,3,0,0,0,12,2,2,0,2,6,6,1961,1961,3,0,7,8,1,3.0,3,4,1,3,3,3,4,1312.0,5,0.0,141.0,1453.0,0,0,1,3,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,6,1,4,1,1961.0,1,2.0,530.0,3,4,2,0,49,0,0,288,0,2,0,3,0,4,2009,8,4,264774.29246472334
1767,20,3,80.0,14695,1,2,0,3,0,4,0,12,2,2,0,2,6,8,1966,2008,1,0,7,8,1,210.0,3,2,1,3,3,3,0,1387.0,5,0.0,175.0,1562.0,0,2,1,3,1567,0,0,1567,1.0,0.0,2,0,2,1,2,5,6,2,2,1,1966.0,2,2.0,542.0,3,4,2,0,110,0,0,342,0,2,1,3,0,7,2009,8,4,304540.3822007384
1768,20,3,73.0,8760,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1956,1956,1,0,11,13,1,164.0,2,4,1,3,3,3,0,856.0,5,0.0,313.0,1169.0,0,4,1,3,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,6,0,5,1,1956.0,1,1.0,286.0,3,4,2,257,0,0,0,0,0,2,4,3,0,6,2009,8,4,221826.18459182675
1769,20,3,70.04995836802664,12285,1,2,0,3,0,4,0,12,2,2,0,2,7,6,1960,1960,1,0,8,9,1,128.0,3,4,1,3,3,3,1,544.0,5,0.0,785.0,1329.0,0,2,1,3,1329,0,0,1329,0.0,0.0,1,1,3,1,3,5,6,2,2,1,1960.0,2,2.0,441.0,3,4,2,0,0,203,0,0,0,2,4,3,0,8,2009,8,4,245845.45278530894
1770,20,3,66.0,9240,1,2,0,3,0,4,0,12,2,2,0,2,6,8,1959,1998,3,0,7,8,2,0.0,2,4,1,3,3,3,0,708.0,5,0.0,280.0,988.0,0,4,1,3,988,0,0,988,1.0,0.0,2,0,3,1,2,6,6,0,5,1,1959.0,2,1.0,297.0,3,4,2,156,0,0,0,0,0,2,4,3,0,6,2009,8,4,248694.9617515814
1771,20,3,70.0,8750,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1956,1956,1,0,3,3,2,0.0,3,4,1,3,3,3,4,435.0,1,202.0,565.0,1202.0,0,4,1,3,1202,0,0,1202,0.0,1.0,1,0,3,1,3,6,6,0,5,1,1956.0,1,1.0,304.0,3,4,2,0,35,120,0,0,0,2,1,3,0,11,2009,0,0,178039.0733307344
1772,20,3,70.0,8750,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1955,1955,1,0,0,0,2,0.0,3,4,1,3,3,3,4,172.0,3,483.0,727.0,1382.0,0,2,1,0,1382,0,0,1382,0.0,1.0,1,0,3,1,2,6,6,0,5,1,1955.0,2,1.0,350.0,3,4,2,280,0,0,0,0,0,2,1,3,0,7,2009,8,4,217419.06247140607
1773,20,3,80.0,10400,1,2,3,3,0,0,0,12,2,2,0,2,4,5,1956,1956,1,0,8,9,2,0.0,3,4,1,3,3,3,4,155.0,3,750.0,295.0,1200.0,0,4,1,3,1200,0,0,1200,1.0,0.0,1,0,3,1,3,6,6,2,2,1,1956.0,2,1.0,294.0,3,4,2,0,189,140,0,0,0,2,4,3,0,11,2009,8,3,190889.91513212677
1774,90,3,76.0,9482,1,2,3,3,0,4,0,12,2,2,2,2,5,4,1958,1958,3,0,11,13,1,657.0,3,4,2,3,3,3,5,0.0,5,0.0,1866.0,1866.0,0,0,1,3,1866,0,0,1866,0.0,0.0,2,0,4,2,3,8,6,0,5,5,1958.0,2,2.0,495.0,3,1,2,0,0,0,0,0,0,2,4,3,0,12,2009,8,4,222219.80405093124
1775,20,3,53.0,8128,1,2,0,3,0,1,0,12,2,2,0,2,6,7,1954,1954,3,0,7,8,1,80.0,3,4,1,3,3,3,0,490.0,5,0.0,572.0,1062.0,0,2,1,3,1062,0,0,1062,1.0,0.0,1,0,3,1,3,6,6,0,5,1,1954.0,2,1.0,297.0,3,4,2,0,0,0,0,0,0,2,4,3,0,2,2009,8,4,220851.55126721598
1776,20,3,67.0,13070,1,2,3,3,0,0,0,12,2,2,0,2,5,5,1951,1951,3,0,7,8,2,0.0,3,4,1,3,3,3,4,308.0,5,0.0,323.0,631.0,0,4,1,0,1112,0,0,1112,0.0,0.0,1,0,2,1,3,5,6,0,5,2,1951.0,2,2.0,480.0,3,4,2,0,0,0,0,255,0,2,4,3,0,10,2009,8,4,212307.89602780947
1777,30,3,80.0,8480,1,2,3,3,0,0,0,12,2,2,0,2,5,6,1945,1950,1,0,7,8,2,0.0,3,2,1,3,3,3,1,700.0,5,0.0,93.0,793.0,0,4,1,3,793,0,0,793,1.0,0.0,1,0,2,1,1,4,6,0,5,5,1945.0,2,1.0,240.0,3,4,2,0,0,0,0,0,0,2,4,3,0,8,2009,8,4,194026.76327148592
1778,20,3,60.0,7626,1,2,3,3,0,4,0,12,2,2,0,2,5,8,1952,2005,3,0,11,13,2,0.0,2,4,1,3,3,3,2,931.0,5,0.0,100.0,1031.0,0,2,1,3,1031,0,0,1031,1.0,0.0,1,0,2,1,2,5,6,0,5,1,1952.0,2,1.0,230.0,3,4,2,0,0,0,0,0,0,2,2,3,0,3,2009,8,4,230312.89189774543
1779,20,3,75.0,9533,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1953,1953,3,0,11,13,1,140.0,3,4,3,4,4,4,6,0.0,6,0.0,0.0,0.0,0,4,1,0,1210,0,0,1210,0.0,0.0,1,1,2,1,3,7,6,0,5,1,1953.0,0,1.0,616.0,3,4,2,208,0,100,0,0,0,2,2,3,0,8,2009,3,4,194250.06340488023
1780,60,3,78.0,11419,1,2,3,3,0,0,0,12,0,2,0,4,7,7,1948,1999,1,0,12,14,2,0.0,3,4,1,3,3,2,0,699.0,5,0.0,0.0,699.0,0,0,1,0,801,726,0,1527,1.0,0.0,1,1,3,1,3,6,6,1,2,1,1948.0,2,2.0,410.0,3,4,2,0,0,134,0,0,0,2,1,3,0,12,2009,8,4,258981.94447156414
1781,20,3,60.0,9600,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1950,1950,1,0,11,13,2,0.0,3,4,1,3,3,3,1,390.0,5,0.0,810.0,1200.0,0,4,1,3,1200,0,0,1200,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1950.0,0,1.0,246.0,3,4,2,126,0,0,0,0,0,2,1,3,0,8,2009,8,4,195232.13479353278
1782,20,3,53.0,5470,1,2,3,3,0,4,0,17,2,2,0,2,3,5,1958,1958,1,0,7,8,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,792.0,792.0,0,2,1,0,792,0,0,792,0.0,0.0,1,0,2,1,3,4,6,0,5,1,1958.0,2,1.0,366.0,0,4,2,0,90,0,0,0,0,2,4,3,0,8,2009,8,4,143237.01333660027
1783,60,3,60.0,10800,1,2,3,3,0,4,0,17,2,2,0,4,5,7,1939,2006,1,0,10,12,2,0.0,3,2,0,3,3,3,5,0.0,5,0.0,676.0,676.0,0,0,1,3,676,676,0,1352,0.0,1.0,2,0,4,1,2,7,6,0,5,5,1939.0,2,2.0,720.0,3,4,2,187,0,128,0,0,0,2,4,3,0,8,2009,8,4,221755.5249581309
1784,70,3,80.0,8146,1,2,3,3,0,0,0,17,2,2,0,4,4,8,1900,2003,1,0,7,8,2,0.0,2,2,0,1,3,3,5,0.0,5,0.0,405.0,405.0,0,2,1,3,717,322,0,1039,0.0,0.0,1,0,2,1,3,6,6,0,5,5,1940.0,2,1.0,281.0,3,4,0,0,0,168,0,111,0,2,4,3,0,5,2009,8,4,196563.074925035
1785,30,3,60.0,10230,1,0,3,3,0,4,0,17,2,2,0,2,5,7,1925,1950,1,0,7,8,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,1054.0,1054.0,0,0,1,3,1078,0,0,1078,0.0,0.0,1,0,3,1,0,6,6,0,5,5,1987.0,2,1.0,264.0,3,4,0,0,0,0,0,112,0,2,1,3,0,12,2009,8,4,206534.1955497684
1786,50,3,60.0,10410,1,0,3,3,0,4,0,17,2,2,0,0,4,5,1915,1950,1,0,7,8,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,1313.0,1313.0,0,4,1,3,1313,0,1064,2377,0.0,0.0,2,0,3,1,2,8,3,1,4,5,1954.0,2,2.0,528.0,3,4,2,0,0,432,0,0,0,2,4,3,0,6,2009,8,4,192884.78689214587
1787,70,3,60.0,7200,1,2,3,3,0,0,0,17,0,2,0,4,7,9,1910,2008,1,0,10,12,2,0.0,2,2,2,3,3,3,5,0.0,5,0.0,560.0,560.0,0,0,1,3,930,760,0,1690,0.0,0.0,2,0,4,1,2,5,6,0,5,5,2008.0,2,2.0,624.0,3,4,2,0,0,112,0,0,0,2,4,3,0,8,2009,8,4,262216.0441181422
1788,30,3,90.0,5400,1,2,3,3,0,4,0,17,0,2,0,2,2,5,1940,1950,1,0,9,11,2,0.0,1,4,2,1,3,3,5,0.0,5,0.0,416.0,416.0,0,2,0,0,599,0,0,599,1.0,0.0,1,0,2,1,2,4,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,81,0,0,0,0,2,4,3,0,6,2009,8,4,164172.66246457375
1789,30,3,60.0,10800,1,0,3,3,0,4,0,17,2,2,0,2,5,7,1920,1950,1,0,11,13,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,720.0,720.0,0,4,0,3,846,0,0,846,0.0,0.0,1,0,2,1,2,4,6,0,5,5,1980.0,0,2.0,576.0,3,4,0,0,0,0,0,0,0,2,4,3,0,6,2009,8,4,177357.37197965803
1790,30,3,60.0,10800,1,0,3,3,0,0,0,17,2,2,0,2,3,5,1890,1998,1,0,10,12,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,630.0,630.0,0,4,1,0,725,0,0,725,0.0,0.0,1,1,1,1,3,4,6,0,5,5,1959.0,2,1.0,320.0,3,4,2,0,30,0,0,0,0,2,4,3,0,11,2009,8,4,120490.07049043942
1791,90,3,81.0,9671,1,2,3,3,0,0,0,12,0,2,2,4,6,5,1969,1969,1,0,7,8,3,480.0,3,4,1,3,3,3,5,0.0,5,0.0,1248.0,1248.0,0,4,1,3,1248,1296,0,2544,0.0,0.0,2,2,6,2,3,12,6,0,5,1,1969.0,1,3.0,907.0,3,4,2,0,0,0,0,0,0,2,4,3,0,8,2009,8,4,284488.4873998796
1792,20,3,83.0,10143,1,2,3,3,0,4,0,12,2,2,0,2,6,7,1963,1963,1,0,6,6,1,295.0,3,4,1,3,3,3,4,384.0,5,0.0,996.0,1380.0,0,1,1,3,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,6,0,5,1,1963.0,2,1.0,364.0,3,4,2,0,0,0,0,216,0,2,1,3,0,6,2009,8,4,233736.49067920633
1793,20,3,77.0,11500,1,2,0,3,0,4,0,12,2,2,0,2,6,4,1967,1967,1,0,6,6,2,0.0,1,4,1,3,0,3,1,872.0,4,60.0,108.0,1040.0,0,2,1,3,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,2,1,3,1,1967.0,1,2.0,480.0,3,4,2,0,0,156,0,0,0,2,2,3,0,5,2009,8,4,215420.34432144277
1794,20,3,62.0,8010,1,2,3,3,0,4,0,12,2,2,0,2,6,9,1958,2007,3,0,11,13,2,0.0,2,2,1,3,3,2,2,745.0,5,0.0,206.0,951.0,0,2,1,3,951,0,0,951,1.0,0.0,1,0,2,1,2,6,6,0,5,5,1985.0,2,2.0,480.0,3,4,2,0,0,42,0,0,0,2,4,2,450,9,2009,8,4,257863.58505721437
1795,20,3,90.0,10454,1,2,0,3,0,0,0,12,2,2,0,2,6,6,1957,1957,3,0,8,9,3,143.0,3,4,1,3,3,3,4,546.0,5,0.0,559.0,1105.0,0,2,1,0,1105,0,0,1105,0.0,0.0,1,0,3,1,3,5,6,0,5,5,1957.0,2,1.0,308.0,3,4,2,0,0,0,0,0,0,2,4,3,0,4,2009,8,4,215871.57108453522
1796,20,3,80.0,9000,1,2,0,1,0,4,1,12,2,2,0,2,6,6,1958,1958,0,1,11,13,1,82.0,3,4,1,2,3,1,5,0.0,5,0.0,160.0,160.0,0,1,1,3,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,6,1,2,2,1958.0,1,1.0,384.0,3,4,2,0,28,64,0,0,0,2,4,3,0,4,2009,8,4,223758.47696925537
1797,50,3,60.0,8064,1,2,3,3,0,4,0,12,0,2,0,0,6,5,1950,1950,1,0,11,13,2,0.0,3,4,1,3,3,0,4,621.0,5,0.0,174.0,795.0,0,2,0,3,765,368,0,1133,0.0,0.0,1,0,3,1,3,5,6,0,5,5,1989.0,2,2.0,900.0,3,4,2,0,0,0,0,231,0,2,4,3,0,12,2009,0,0,218323.23416304565
1798,20,3,71.0,7350,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1958,1958,3,0,3,3,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,1041.0,1041.0,0,2,1,3,1041,0,0,1041,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1958.0,1,1.0,294.0,3,4,2,0,0,0,0,0,0,2,1,3,0,3,2009,8,4,188020.98367868457
1799,20,3,60.0,7200,1,2,3,3,0,0,0,12,2,2,0,2,5,7,1952,1952,1,0,7,8,2,0.0,3,2,1,3,1,3,0,630.0,1,102.0,0.0,732.0,0,4,1,3,732,0,0,732,1.0,0.0,1,0,2,1,3,4,6,0,5,5,1952.0,2,1.0,240.0,3,4,2,0,68,0,0,0,0,2,4,3,0,9,2009,8,4,175360.7734660555
1800,80,3,80.0,8000,1,2,3,3,0,4,0,12,2,2,0,6,5,5,1959,1959,1,0,3,9,2,0.0,3,4,1,2,3,0,2,433.0,4,95.0,0.0,528.0,0,4,1,3,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,6,0,5,1,1959.0,1,1.0,288.0,3,4,2,0,0,0,0,0,0,2,1,3,0,7,2009,8,4,207331.29002260137
1801,50,3,60.0,10800,1,2,3,3,0,4,0,12,0,2,0,0,4,7,1949,1996,1,0,7,8,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,832.0,832.0,0,4,1,1,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,6,0,5,5,1949.0,2,1.0,384.0,3,4,2,0,204,0,0,0,0,2,4,3,0,8,2009,8,4,198803.3468936449
1802,50,3,60.0,8064,1,2,3,3,0,0,0,12,0,2,0,0,6,7,1948,1994,1,0,7,8,2,0.0,3,4,1,3,3,3,3,120.0,5,0.0,744.0,864.0,0,4,1,3,1064,0,431,1495,0.0,0.0,1,0,3,1,3,6,6,0,5,5,1994.0,2,2.0,576.0,3,4,2,180,36,0,0,0,0,2,4,3,0,8,2009,0,0,212696.9115899508
1803,60,3,76.0,7570,1,2,3,3,0,0,0,12,2,2,0,4,6,5,1964,1964,1,0,6,6,1,420.0,3,4,1,3,3,3,5,0.0,5,0.0,780.0,780.0,0,4,1,3,993,813,0,1806,0.0,0.0,1,1,4,1,3,8,6,0,5,1,1964.0,2,2.0,483.0,3,4,2,0,55,0,0,0,0,2,4,3,0,3,2009,8,4,238005.71461867145
1804,90,3,75.0,8604,1,2,0,3,0,4,0,12,2,2,2,5,5,7,1978,1978,1,0,8,9,1,124.0,3,2,1,2,3,0,2,941.0,5,0.0,0.0,941.0,0,2,1,3,941,0,0,941,1.0,0.0,1,0,2,1,2,4,6,0,5,1,1978.0,2,2.0,564.0,3,4,2,0,40,0,0,0,0,2,4,3,0,11,2009,8,4,220425.52168536303
1805,20,3,80.0,7936,1,2,3,3,0,4,0,12,2,2,0,2,6,6,1963,1963,3,0,6,6,2,0.0,3,4,1,3,3,3,1,826.0,5,0.0,219.0,1045.0,0,4,1,3,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,6,1,1,1,1963.0,1,1.0,264.0,3,4,2,0,0,0,0,0,0,2,4,3,0,4,2009,8,4,219152.2670407982
1806,50,4,68.0,4080,1,0,3,3,0,4,0,17,2,2,0,0,6,8,1935,1998,1,0,11,13,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,901.0,901.0,0,2,1,3,861,517,0,1378,0.0,0.0,1,0,3,1,2,6,6,0,5,5,1920.0,2,1.0,162.0,0,1,1,54,0,40,0,0,0,2,4,3,0,6,2009,8,4,205925.4334792702
1807,90,4,57.0,10307,1,0,3,3,0,4,0,17,2,2,2,4,6,5,1910,1950,1,0,11,13,2,0.0,3,4,1,3,3,2,3,633.0,5,0.0,339.0,972.0,0,2,0,0,972,972,0,1944,1.0,0.0,2,0,4,2,3,12,6,0,5,5,1920.0,2,2.0,324.0,0,4,0,0,28,169,0,0,0,2,4,3,0,6,2009,8,4,236759.59003071114
1808,50,4,90.0,15660,1,2,3,3,0,4,0,17,2,2,0,0,5,8,1910,2003,1,0,10,12,2,0.0,3,2,1,3,3,3,5,0.0,5,0.0,240.0,240.0,0,4,1,3,810,496,0,1306,0.0,0.0,1,1,3,1,2,6,6,0,5,5,1959.0,2,2.0,472.0,0,4,0,0,0,0,0,0,0,2,2,3,0,7,2009,8,4,208243.66331226658
1809,70,4,90.0,9900,1,2,3,3,0,0,0,17,2,2,0,4,5,8,1910,2002,1,0,10,12,2,0.0,2,4,1,3,3,3,5,0.0,5,0.0,504.0,504.0,0,0,1,3,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,0,176,0,0,0,2,4,3,0,3,2009,8,4,203110.4055275116
1810,70,4,57.0,6406,1,0,3,3,0,4,0,17,2,2,0,4,5,6,1939,1950,1,0,11,13,2,0.0,3,4,0,3,3,3,0,421.0,5,0.0,269.0,690.0,0,4,1,0,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,6,1,2,5,1939.0,2,2.0,400.0,3,4,2,0,36,0,0,182,0,2,2,3,0,10,2009,8,4,221456.29784108978
1811,190,4,63.0,7627,1,2,3,3,0,0,0,17,0,2,1,4,4,6,1920,1950,1,0,0,0,2,0.0,1,4,0,1,2,3,5,0.0,5,0.0,600.0,600.0,0,2,0,3,1101,600,0,1701,0.0,0.0,2,0,4,2,1,8,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,0,148,0,0,0,2,4,3,0,10,2009,8,4,216550.85477126436
1812,50,4,56.0,10134,1,0,3,3,0,4,0,17,2,2,0,0,5,5,1910,1950,1,0,7,8,2,0.0,3,4,0,1,3,3,5,0.0,5,0.0,801.0,801.0,0,2,0,3,801,646,0,1447,0.0,0.0,1,0,3,1,3,6,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,80,0,244,0,0,0,2,4,3,0,7,2009,8,4,188963.0759705389
1813,50,4,50.0,6000,1,2,3,3,0,4,0,17,2,2,0,0,5,7,1950,1970,1,0,11,13,2,0.0,3,0,1,3,3,3,1,384.0,5,0.0,384.0,768.0,0,4,1,0,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,6,0,5,5,1950.0,2,1.0,308.0,3,4,2,0,12,0,0,0,0,2,2,3,0,3,2009,8,4,203080.29870392708
1814,30,4,62.0,7404,1,2,3,3,0,0,0,17,2,2,0,2,4,6,1920,1950,1,0,7,8,2,0.0,3,4,0,1,3,3,5,0.0,5,0.0,861.0,861.0,0,4,1,3,861,0,0,861,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1920.0,2,2.0,288.0,3,4,0,0,0,128,0,0,0,2,4,3,0,11,2009,7,4,184237.11239752802
1815,30,4,50.0,5925,1,2,3,3,0,0,0,17,2,2,0,2,2,4,1940,1950,1,0,7,8,2,0.0,3,2,0,4,4,4,6,0.0,6,0.0,0.0,0.0,0,1,0,0,612,0,0,612,0.0,0.0,1,0,1,1,3,4,6,0,5,5,1965.0,2,1.0,308.0,3,1,0,0,0,25,0,0,0,2,4,3,0,10,2009,8,4,101924.2796598759
1816,30,4,60.0,8520,1,2,3,3,0,4,0,17,2,2,0,2,5,8,1923,1950,1,0,9,11,2,0.0,2,4,2,1,3,3,5,0.0,5,0.0,624.0,624.0,0,4,1,3,792,0,0,792,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1963.0,2,1.0,287.0,3,4,2,0,0,81,0,0,0,2,1,3,0,2,2009,8,4,203946.55535347434
1817,70,4,60.0,9600,1,2,3,3,0,4,0,17,2,2,0,4,4,4,1910,1950,1,0,10,12,2,0.0,2,2,0,1,3,3,5,0.0,5,0.0,677.0,677.0,0,4,1,3,833,677,0,1510,0.0,0.0,2,0,3,1,2,7,6,0,5,5,1974.0,2,2.0,720.0,3,4,0,0,0,160,0,0,0,2,4,3,0,6,2009,8,4,214008.21588489623
1818,70,4,70.0,8400,1,2,3,3,0,0,0,17,0,2,0,4,6,7,1900,1950,1,0,9,3,2,0.0,3,4,0,1,1,2,5,0.0,5,0.0,917.0,917.0,0,2,1,0,1090,917,0,2007,0.0,0.0,2,0,3,1,0,8,6,0,5,5,1930.0,2,1.0,357.0,3,4,2,0,235,0,0,0,0,2,4,3,0,6,2009,8,4,274899.205480515
1819,70,4,60.0,3600,1,0,3,3,0,4,0,17,2,2,0,4,6,7,1917,2007,1,0,9,11,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,624.0,624.0,0,0,1,3,664,624,0,1288,1.0,0.0,1,0,3,1,0,5,6,1,2,1,1917.0,2,1.0,280.0,3,4,0,0,103,0,0,0,0,2,4,3,0,5,2009,8,4,217614.7521342642
1820,30,0,70.04995836802664,3300,1,2,3,3,0,4,0,17,2,2,0,2,4,3,1910,1950,1,0,9,11,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,624.0,624.0,0,0,1,3,816,0,0,816,0.0,0.0,1,0,2,1,3,5,6,1,2,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,33,0,0,0,0,2,4,3,0,6,2009,8,4,138658.98443078622
1821,50,4,60.0,5400,1,2,3,3,0,4,0,17,2,2,0,0,6,6,1920,1950,1,0,7,8,2,0.0,1,4,0,3,3,3,5,0.0,5,0.0,972.0,972.0,0,0,1,3,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,6,0,5,5,1920.0,2,1.0,207.0,0,4,2,0,0,176,0,0,0,2,4,3,0,9,2009,4,3,210363.73266394972
1822,70,4,60.0,9720,1,0,3,3,0,4,0,17,2,2,0,4,6,7,1910,2002,1,0,7,8,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,741.0,741.0,0,0,1,3,780,741,0,1521,0.0,0.0,1,0,4,1,2,8,6,0,5,5,1950.0,2,3.0,640.0,3,4,2,0,0,238,0,0,0,2,2,3,0,9,2009,8,4,235164.70261895144
1823,30,0,72.0,9392,1,2,3,3,0,0,0,9,2,2,0,2,3,3,1900,1950,4,0,0,0,2,0.0,3,1,1,1,3,3,5,0.0,5,0.0,245.0,245.0,0,4,0,3,797,0,0,797,0.0,0.0,1,0,2,1,3,5,6,0,5,6,1978.5061638868744,3,0.0,0.0,4,5,0,0,36,94,0,0,0,2,4,3,0,9,2009,8,0,128520.02947888081
1824,30,3,70.04995836802664,6615,1,2,3,3,0,4,0,3,2,2,0,2,6,6,1923,1950,1,0,7,8,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,1022.0,1022.0,0,4,0,0,1432,0,0,1432,0.0,0.0,1,0,3,1,2,6,6,1,2,3,1923.0,2,1.0,216.0,0,4,2,266,61,0,0,0,0,2,1,3,0,9,2009,8,4,221704.86885812716
1825,70,3,50.0,4960,1,2,3,3,0,4,0,3,6,2,0,0,5,7,1930,1982,1,0,12,14,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,297.0,297.0,0,0,1,3,1001,653,0,1654,0.0,0.0,2,0,3,1,3,7,6,1,2,5,1955.0,2,1.0,336.0,3,4,0,244,60,0,0,0,0,2,4,3,0,5,2009,8,4,219956.39375941968
1826,50,4,60.0,6000,1,2,3,3,0,0,0,3,2,2,0,0,5,5,1924,1950,1,0,9,11,1,444.0,3,4,0,3,3,3,4,220.0,5,0.0,248.0,468.0,0,2,1,3,822,320,0,1142,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1924.0,0,1.0,320.0,3,4,2,0,0,98,0,0,0,2,4,3,0,6,2009,8,4,179911.7231316769
1827,30,4,51.0,6120,1,2,3,3,0,4,0,3,2,2,0,2,5,6,1925,1999,1,0,7,8,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,960.0,960.0,0,2,1,3,995,0,0,995,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1926.0,2,1.0,264.0,3,4,2,0,15,51,0,0,0,2,2,3,0,3,2009,8,0,162237.66532602673
1828,50,4,51.0,6120,1,2,3,3,0,4,0,3,2,2,0,0,5,6,1938,1950,1,0,11,13,2,0.0,3,4,0,3,0,3,3,273.0,5,0.0,679.0,952.0,0,4,1,0,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,6,1,2,5,1938.0,2,1.0,250.0,0,4,2,189,0,34,150,0,0,2,4,3,0,2,2009,8,4,213127.66028495785
